NetworkName,T,Tx,G,M,Ti,T->(G|Tx)_Bs,(T|G)->M_Bs,(M|G|Tx)->Ti_Bs,T->Ti_Bs,overallScore,ChainInTTxTi,ChainInTGMTi,ChainInTGTi,ChainInTMTi,NetworksThisUnrollingWasFoundIn
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents5,s__faecalibacterium_prausnitzii,,g__phosphopyruvate hydratase,m__hmdb01149,s__eubacterium_siraeum,0.96,1,0.45,0.31,0.13392,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents5,s__bacteroides_caccae,,g__transaldolase,m__hmdb00251,s__bacteroides_faecis,1,0.32,0.5,0.83,0.1328,FALSE,TRUE,FALSE,FALSE,3
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents5,s__bifidobacterium_longum,,g__histidine kinase,m__hmdb00195,s__roseburia_inulinivorans,0.69,0.62,0.32,0.96,0.13142016,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents4,s__bacteroides_caccae,,g__transaldolase,m__hmdb00195,s__odoribacter_splanchnicus,0.96,0.4,0.34,1,0.13056,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents6,s__haemophilus_parainfluenzae,,g__acetyl-coa c-acetyltransferase,m__hmdb00251,s__bacteroides_thetaiotaomicron,0.75,0.85,0.2,1,0.1275,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents6,s__roseburia_inulinivorans,,g__fructose-bisphosphate aldolase,m__hmdb00030,s__akkermansia_muciniphila,0.98,0.13,1,1,0.1274,FALSE,TRUE,FALSE,FALSE,5
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents5,s__bacteroides_thetaiotaomicron,,g__aldose 1-epimerase,m__hmdb00619,s__escherichia_coli,0.75,0.3,1,0.56,0.126,FALSE,TRUE,FALSE,FALSE,4
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents5,s__clostridium_bolteae,,g__phosphopyruvate hydratase,m__hmdb02322,s__bacteroides_faecis,1,0.79,1,0.15,0.1185,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents6,s__streptococcus_parasanguinis,,g__l-serine ammonia-lyase,m__hmdb00014,s__klebsiella_pneumoniae,0.54,0.42,0.52,1,0.117936,FALSE,TRUE,FALSE,FALSE,5
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents6,s__bifidobacterium_longum,,g__acetyl-coa c-acetyltransferase,m__hmdb00020,s__bacteroides_fragilis,0.97,1,0.12,1,0.1164,FALSE,TRUE,FALSE,FALSE,1
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_stercoris,,g__3methyl2oxobutanoate_hydroxymethyltransferase,m__hmdb00020,s__clostridium_clostridioforme,0.8,0.6,0.4,0.6,0.1152,FALSE,TRUE,FALSE,FALSE,3
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents6,s__haemophilus_parainfluenzae,,g__beta-lactamase,m__hmdb00043,s__bacteroides_stercoris,0.91,0.13,1,0.97,0.114751,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents5,s__eubacterium_rectale,,g__glucose-1-phosphate adenylyltransferase,m__hmdb02322,s__bacteroides_ovatus,1,0.14,0.96,0.85,0.11424,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents4,s__bacteroides_thetaiotaomicron,,g__aldose 1-epimerase,m__hmdb00296,s__bacteroides_xylanisolvens,0.12,0.96,0.97,1,0.111744,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents6,s__bacteroides_caccae,,g__shikimate kinase,m__hmdb00195,s__odoribacter_splanchnicus,1,0.11,1,1,0.11,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents4,s__bacteroides_uniformis,,g__histidine kinase,m__hmdb00195,s__bacteroides_uniformis,0.37,0.29,1,1,0.1073,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents4,s__bifidobacterium_longum,,g__aspartate ammonia-lyase,m__hmdb00089,s__clostridium_clostridioforme,0.98,0.31,1,0.35,0.10633,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents5,s__bacteroides_faecis,,g__phosphopyruvate hydratase,m__hmdb02322,s__bacteroides_faecis,0.13,0.79,1,1,0.1027,FALSE,TRUE,FALSE,FALSE,2
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_faecis,,g__methionyl_aminopeptidase,m__hmdb00030,s__bacteroides_faecis,0.8,0.8,0.4,0.4,0.1024,FALSE,TRUE,FALSE,FALSE,6
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents6,s__bacteroides_stercoris,,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,m__hmdb00619,s__clostridium_bolteae,1,0.36,0.34,0.83,0.101592,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents4,s__ruminococcus_torques,,g__phosphoglycerate kinase,m__hmdb00764,s__ruminococcus_torques,0.16,1,0.63,1,0.1008,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents5,s__alistipes_shahii,,g__histidine kinase,m__hmdb00239,s__bacteroides_ovatus,0.72,0.14,1,1,0.1008,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents6,s__bacteroides_ovatus,,g__phosphatidate cytidylyltransferase,m__hmdb00764,s__bacteroides_faecis,1,0.19,1,0.5,0.095,FALSE,TRUE,FALSE,FALSE,4
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents5,s__alistipes_shahii,,g__methionyl aminopeptidase,m__hmdb00239,s__bacteroides_ovatus,1,0.27,1,0.35,0.0945,FALSE,TRUE,FALSE,FALSE,4
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents4,s__eubacterium_rectale,,g__acetyl-coa c-acetyltransferase,m__hmdb00296,s__clostridium_bolteae,0.24,0.96,0.52,0.78,0.09345024,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents6,s__bacteroides_xylanisolvens,,g__superoxide dismutase,m__hmdb01257,s__bacteroides_uniformis,0.85,0.97,0.13,0.87,0.09325095,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents4,s__ruminococcus_torques,,g__beta-lactamase,m__hmdb00764,s__klebsiella_pneumoniae,1,0.1,1,0.93,0.093,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents5,s__bacteroides_faecis,,g__acetyl-coa c-acetyltransferase,m__hmdb00619,s__odoribacter_splanchnicus,0.6,0.91,1,0.17,0.09282,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents6,s__faecalibacterium_prausnitzii,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb01257,s__bacteroides_ovatus,0.94,0.5,0.98,0.2,0.09212,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents6,s__clostridium_bolteae,,g__phosphopyruvate hydratase,m__hmdb02322,s__bacteroides_faecis,1,0.82,1,0.11,0.0902,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents3,s__eubacterium_rectale,,g__dihydrolipoyl dehydrogenase,m__hmdb00020,s__roseburia_intestinalis,0.99,0.65,1,0.14,0.09009,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents5,s__bacteroides_thetaiotaomicron,,g__aldose 1-epimerase,m__hmdb00030,s__akkermansia_muciniphila,0.75,0.12,1,1,0.09,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents4,s__alistipes_shahii,,g__histidine kinase,m__hmdb00020,s__bacteroides_stercoris,0.76,0.3,0.85,0.46,0.089148,FALSE,TRUE,FALSE,FALSE,12
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents6,s__alistipes_shahii,,g__histidine kinase,m__hmdb00239,s__bacteroides_ovatus,0.73,0.12,1,1,0.0876,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents6,s__bacteroides_cellulosilyticus,,g__dna-directed rna polymerase,m__hmdb00097,s__roseburia_inulinivorans,0.71,0.16,0.99,0.77,0.08659728,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents5,s__roseburia_intestinalis,,g__acetyl-coa c-acetyltransferase,m__hmdb00020,s__roseburia_intestinalis,0.72,1,0.12,1,0.0864,FALSE,TRUE,FALSE,FALSE,17
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_caccae,,g__shikimate_kinase,m__hmdb00195,s__bacteroides_uniformis,0.6,0.6,0.6,0.4,0.0864,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents6,s__alistipes_shahii,,g__histidine kinase,m__hmdb00764,s__eubacterium_ventriosum,0.73,0.69,0.17,1,0.085629,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents5,s__bifidobacterium_longum,,g__phosphatidate cytidylyltransferase,m__hmdb00043,s__bacteroides_stercoris,1,0.45,1,0.19,0.0855,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents6,s__faecalibacterium_prausnitzii,,g__dna-directed rna polymerase,m__hmdb00251,s__ruminococcus_torques,1,0.85,0.4,0.25,0.085,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents6,s__eubacterium_rectale,,g__aspartate ammonia-lyase,m__hmdb00619,s__bacteroides_fragilis,0.69,0.12,0.99,1,0.081972,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents6,s__eubacterium_ventriosum,,g__methionyl aminopeptidase,m__hmdb00239,s__streptococcus_parasanguinis,0.33,0.88,1,0.28,0.081312,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents5,s__eubacterium_rectale,,g__aspartate ammonia-lyase,m__hmdb00014,s__klebsiella_pneumoniae,0.31,1,0.29,0.9,0.08091,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents5,s__haemophilus_parainfluenzae,,g__beta-lactamase,m__hmdb00043,s__bacteroides_stercoris,0.86,0.1,1,0.94,0.08084,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents6,s__bacteroides_thetaiotaomicron,,g__fructose-bisphosphate aldolase,m__hmdb00030,s__akkermansia_muciniphila,0.62,0.13,1,1,0.0806,FALSE,TRUE,FALSE,FALSE,5
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents6,s__faecalibacterium_prausnitzii,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb02322,s__bacteroides_fragilis,1,0.33,0.24,1,0.0792,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents4,s__clostridium_bolteae,,g__dna helicase,m__hmdb00195,s__odoribacter_splanchnicus,0.86,0.41,0.34,0.65,0.0779246,FALSE,TRUE,FALSE,FALSE,1
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.01_nboots5_testPositiveCorr,s__alistipes_shahii,,g__phosphoglycerate_kinase,m__hmdb00089,s__alistipes_shahii,0.6,0.8,0.2,0.8,0.0768,FALSE,TRUE,FALSE,FALSE,1
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.001_nboots5_testPositiveCorr,s__bacteroides_ovatus,,g__glutamate_dehydrogenase,m__hmdb00239,s__bacteroides_ovatus,0.6,0.2,0.8,0.8,0.0768,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents6,s__faecalibacterium_prausnitzii,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__roseburia_intestinalis,0.94,0.19,0.53,0.79,0.07477982,FALSE,TRUE,FALSE,FALSE,3
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents5,s__streptococcus_parasanguinis,,g__triose-phosphate isomerase,m__hmdb00020,s__klebsiella_pneumoniae,1,0.62,0.12,1,0.0744,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents4,s__bifidobacterium_longum,,g__aspartate ammonia-lyase,m__hmdb00289,s__bifidobacterium_longum,0.98,0.21,0.35,1,0.07203,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents3,s__akkermansia_muciniphila,,g__beta-lactamase,m__hmdb00619,s__akkermansia_muciniphila,0.13,0.55,1,1,0.0715,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents4,s__bacteroides_caccae,,g__phosphoglycerate kinase,m__hmdb00097,s__bacteroides_faecis,0.99,0.11,0.97,0.66,0.06971778,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents5,s__escherichia_coli,,g__shikimate kinase,m__hmdb00239,s__escherichia_coli,0.1,0.69,1,1,0.069,FALSE,TRUE,FALSE,FALSE,3
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents6,s__bacteroides_fragilis,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00020,s__bacteroides_xylanisolvens,0.11,0.94,0.66,1,0.068244,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents4,s__bacteroides_ovatus,,g__phosphatidate cytidylyltransferase,m__hmdb00764,s__bacteroides_faecis,1,0.19,1,0.35,0.0665,FALSE,TRUE,FALSE,FALSE,4
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents6,s__ruminococcus_torques,,g__glutamate dehydrogenase,m__hmdb00030,s__klebsiella_pneumoniae,1,0.22,0.3,1,0.066,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents6,s__bacteroides_ovatus,,g__acetyl-coa c-acetyltransferase,m__hmdb00251,s__ruminococcus_torques,1,0.85,0.4,0.19,0.0646,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents5,s__bacteroides_ovatus,,g__phosphatidate cytidylyltransferase,m__hmdb00764,s__bacteroides_faecis,1,0.23,1,0.28,0.0644,FALSE,TRUE,FALSE,FALSE,4
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents4,s__ruminococcus_torques,,g__glutamate dehydrogenase,m__hmdb00043,s__eubacterium_ventriosum,1,0.22,1,0.29,0.0638,FALSE,TRUE,FALSE,FALSE,3
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents4,s__roseburia_intestinalis,,g__dna helicase,m__hmdb00195,s__bacteroides_uniformis,0.15,0.41,1,1,0.0615,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents3,s__streptococcus_parasanguinis,,g__peroxiredoxin,m__hmdb00251,s__streptococcus_parasanguinis,0.75,0.63,0.13,1,0.061425,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents6,s__odoribacter_splanchnicus,,g__methionyl aminopeptidase,m__hmdb00239,s__roseburia_intestinalis,0.11,0.88,0.63,1,0.060984,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents5,s__bacteroides_uniformis,,g__histidine kinase,m__hmdb00043,s__eubacterium_ventriosum,0.19,0.32,1,1,0.0608,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents4,s__roseburia_intestinalis,,g__peroxiredoxin,m__hmdb00251,s__streptococcus_parasanguinis,1,0.69,0.2,0.44,0.06072,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents5,s__faecalibacterium_prausnitzii,,g__dna-directed rna polymerase,m__hmdb00251,s__ruminococcus_torques,1,0.85,0.31,0.23,0.060605,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents6,s__bacteroides_ovatus,,g__triose-phosphate isomerase,m__hmdb00619,s__clostridium_bolteae,0.2,0.86,0.34,1,0.05848,FALSE,TRUE,FALSE,FALSE,2
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_ovatus,,g__dnadirected_rna_polymerase,m__hmdb00251,s__bacteroides_xylanisolvens,0.4,0.6,0.6,0.4,0.0576,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents4,s__bacteroides_fragilis,,g__aspartate ammonia-lyase,m__hmdb00289,s__roseburia_intestinalis,1,0.21,0.27,1,0.0567,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents4,s__escherichia_coli,,g__shikimate kinase,m__hmdb00239,s__escherichia_coli,0.12,0.47,1,1,0.0564,FALSE,TRUE,FALSE,FALSE,3
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents3,s__bifidobacterium_longum,,g__histidine kinase,m__hmdb00020,s__haemophilus_parainfluenzae,0.47,0.35,1,0.34,0.05593,FALSE,TRUE,FALSE,FALSE,4
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents5,s__odoribacter_splanchnicus,,g__glutamate dehydrogenase,m__hmdb01149,s__bacteroides_xylanisolvens,1,0.26,0.36,0.59,0.055224,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents5,s__haemophilus_parainfluenzae,,g__acetyl-coa c-acetyltransferase,m__hmdb00289,s__haemophilus_parainfluenzae,0.67,0.11,0.74,1,0.054538,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents6,s__roseburia_intestinalis,,g__beta-lactamase,m__hmdb00619,s__eubacterium_rectale,0.34,0.84,0.29,0.63,0.05217912,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents6,s__ruminococcus_torques,,g__endopeptidase clp,m__hmdb00619,s__clostridium_bolteae,0.16,0.95,0.34,1,0.05168,FALSE,TRUE,FALSE,FALSE,1
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_ovatus,,g__dnadirected_rna_polymerase,m__hmdb00097,s__ruminococcus_torques,0.4,0.4,0.8,0.4,0.0512,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents6,s__roseburia_inulinivorans,,g__glucose-1-phosphate adenylyltransferase,m__hmdb00251,s__ruminococcus_torques,1,0.84,0.4,0.15,0.0504,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents6,s__bacteroides_finegoldii,,g__phosphatidate cytidylyltransferase,m__hmdb00289,s__alistipes_shahii,0.24,0.39,0.53,1,0.049608,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents5,s__bacteroides_thetaiotaomicron,,g__dna-directed rna polymerase,m__hmdb00097,s__eubacterium_siraeum,0.1,0.85,0.58,1,0.0493,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents6,s__eubacterium_rectale,,g__3-hydroxybutyryl-coa dehydrogenase,m__hmdb00097,s__bacteroides_fragilis,0.91,0.12,0.44,1,0.048048,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents6,s__bacteroides_fragilis,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb01257,s__odoribacter_splanchnicus,0.11,0.5,1,0.87,0.04785,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents5,s__bacteroides_thetaiotaomicron,,g__aldose 1-epimerase,m__hmdb00289,s__alistipes_shahii,0.75,0.1,0.6,1,0.045,FALSE,TRUE,FALSE,FALSE,1
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.01_nboots5_testPositiveCorr,s__akkermansia_muciniphila,,g__3methyl2oxobutanoate_hydroxymethyltransferase,m__hmdb00209,s__akkermansia_muciniphila,0.6,0.6,0.2,0.6,0.0432,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents6,s__bacteroides_ovatus,,g__glutamate decarboxylase,m__hmdb00764,s__bacteroides_finegoldii,1,1,0.16,0.27,0.0432,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents5,s__bacteroides_stercoris,,g__dephospho-coa kinase,m__hmdb00209,s__eubacterium_siraeum,1,0.26,0.69,0.24,0.043056,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents4,s__alistipes_shahii,,g__histidine kinase,m__hmdb00195,s__odoribacter_splanchnicus,0.76,0.29,0.34,0.57,0.04271352,FALSE,TRUE,FALSE,FALSE,3
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents6,s__akkermansia_muciniphila,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00209,s__eubacterium_siraeum,0.98,0.13,0.76,0.44,0.04260256,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents6,s__bacteroides_faecis,,g__superoxide dismutase,m__hmdb00619,s__odoribacter_splanchnicus,0.42,0.77,1,0.13,0.042042,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents6,s__bacteroides_fragilis,,g__acetyl-coa c-acetyltransferase,m__hmdb00020,s__roseburia_intestinalis,0.25,1,0.16,1,0.04,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents5,s__bacteroides_faecis,,g__phosphopyruvate hydratase,m__hmdb00043,s__bacteroides_ovatus,0.13,0.3,1,1,0.039,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents6,s__bacteroides_stercoris,,g__superoxide dismutase,m__hmdb00209,s__eubacterium_siraeum,0.58,0.21,0.76,0.42,0.03887856,FALSE,TRUE,FALSE,FALSE,2
PyCausal_filtered_ibd_t_g_m_alignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_cellulosilyticus,,g__uridine_kinase,m__hmdb00209,s__eubacterium_siraeum,0.4,0.4,0.4,0.6,0.0384,FALSE,TRUE,FALSE,FALSE,2
PyCausal_filtered_ibd_t_g_m_noalignment_sr7d_a0.01_nboots5_testPositiveCorr,s__bacteroides_stercoris,,g__3methyl2oxobutanoate_hydroxymethyltransferase,m__hmdb00020,s__clostridium_clostridioforme,0.8,0.6,0.4,0.2,0.0384,FALSE,TRUE,FALSE,FALSE,3
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents6,s__eubacterium_siraeum,,g__uridine kinase,m__hmdb01257,s__bacteroides_cellulosilyticus,0.42,0.29,0.31,1,0.037758,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents5,s__odoribacter_splanchnicus,,g__glutamate dehydrogenase,m__hmdb00043,s__eubacterium_ventriosum,1,0.29,1,0.13,0.0377,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents4,s__bacteroides_thetaiotaomicron,,g__aldose 1-epimerase,m__hmdb00209,s__roseburia_intestinalis,0.12,0.4,0.78,1,0.03744,FALSE,TRUE,FALSE,FALSE,5
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents5,s__akkermansia_muciniphila,,g__dephospho-coa kinase,m__hmdb00209,s__eubacterium_siraeum,0.9,0.26,0.69,0.23,0.0371358,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents3,s__alistipes_shahii,,g__methionyl aminopeptidase,m__hmdb00030,s__eubacterium_ventriosum,1,0.1,0.37,1,0.037,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents6,s__bifidobacterium_longum,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00209,s__roseburia_inulinivorans,0.44,0.13,0.65,0.94,0.0349492,FALSE,TRUE,FALSE,FALSE,3
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents3,s__bacteroides_fragilis,,g__peroxiredoxin,m__hmdb00251,s__bacteroides_xylanisolvens,0.25,0.63,0.22,1,0.03465,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_noalignment_sr7d_nboots100_nParents5,s__faecalibacterium_prausnitzii,,g__aspartate ammonia-lyase,m__hmdb00014,s__klebsiella_pneumoniae,0.17,1,0.29,0.7,0.03451,FALSE,TRUE,FALSE,FALSE,2
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents5,s__bacteroides_fragilis,,g__superoxide dismutase,m__hmdb00043,s__bacteroides_ovatus,0.95,0.24,1,0.15,0.0342,FALSE,TRUE,FALSE,FALSE,1
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents6,s__bifidobacterium_longum,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__bifidobacterium_longum,0.44,0.19,0.4,1,0.03344,FALSE,TRUE,FALSE,FALSE,22
DBN_filtered_ibd_t_g_m_alignment_sr7d_nboots100_nParents6,s__escherichia_coli,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__haemophilus_parainfluenzae,0.18,0.19,0.97,1,0.033174,FALSE,TRUE,FALSE,FALSE,6
